pen,time period,"Species",Study,Diet,average feed intake g per d,"average feed intake, g","ME, kcal per kg",Overall,"NDF,g","ADF,g","NFC,g","Crude fiber,g","Starch,g","CP,g","Arginine,g","Histidine,g","Isoleucine,g","Leucine,g","Lysine,g","Methionine,g","Phenylalanine,g","Threonine,g","Tryptophan,g","Valine,g","Alanine,g","Aspartic acid,g","Cystine,g","Met + Cys,g","Glutamic acid,g","Glycine,g","Proline,g","Serine,g","Tyrosine,g","Phe + Tyr,g","Ether extract,g","SFA,g","MUFA,g","PUFA,g","n-3 PUFA,g","n-6 PUFA,g","n-3:n-6 ratio,g","C14,g","C15:0,g","C15:1,g","C16:0,g","C16:1,g","C17:0,g","C17:1,g","C18:0,g","C18:1,g","C18:2 cis n-6 LA,g","C18:3 cis n-3 ALA,g","C20:0,g","C20:1,g","C20:4n-6 ARA,g","C20:5n-3 EPA,g","C22:0,g","C22:1,g","C22:5,g","C22:6n-3 DHA,g","C24:0,g","Ash,mg",Vitamin A IU per kg,"beta-carotene,mg",Vitamin D3 IU per kg,"Vitamin D3 25-Hydroxyvitamin D, IU",Vitamin E IU per kg,Vitamin K ppm,AST ppm,Thiamin ppm,Riboflavin ppm,Niacin ppm,Pantothenic acid ppm,Pyridoxine ppm,Biotin ppm,Folic acid ppm,Vitamin B12 ppm,Choline ppm,"Calcium,g","Total Phosphorus,g","Inorganic available P,g",Ca:P ratio,"Na,mg","Cl,mg","K,mg","Mg,mg","S,mg",Cu ppm,I ppm,"Fe,mg","Mn,mg","Se,mg","Zn,mg","average feed intake g per d","bodyweightgain,g",akp U per ml,alt (U per L),glucose (g per L),"nefa,umol per L",pip mg per dL,tc mg per g,tg mg per g,trap U per L,uric acid mmol per L,BCA,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,breast LAT1,breast CAT1,breast SNAT2,breast VDAC1,breast ANTKMT,breast AKT1,IGF1,IGFR,IRS1,FOXO1,LC3-1,MyoD,MyoG,Pax3,Pax7,Mrf4,Mrf5,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast weight (g),breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,Thigh Weight (g),thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,liver weight(g),Plasma SFA,Plasma MUFA,Plasma PUFA,Plasma n-3,Plasma n-6,Plasma C16:0 ,Plasma C16:1 ,Plasma C18:0 ,Plasma C18:1 ,Plasma C18:2 ,Plasma C18:3 ,Plasma C20:5,Plasma C22:6,Liver SFA,Liver MUFA,Liver PUFA,Liver n-3,Liver n-6,Liver C16:00 ,Liver C16:1 ,Liver C18:0 ,Liver C18:1,Liver C18:2,Liver C18:3 ,Liver C20:5,Liver C22:6,Breast SFA,Breast MUFA,Breast PUFA,Breast n-3,Breast n-6,Breast C16:0,Breast C16:01,Breast C18:0,Breast C18:01,Breast C18:2,Breast C18:3 ,Breast C20:4,Breast C20:5,Breast C22:6,Thigh SFA,Thigh MUFA,Thigh PUFA,Thigh n-3,Thigh n-6,Thigh C16:0,Thigh C16:01,Thigh C18:0,Thigh C18:1,Thigh C18:2,Thigh C18:3,Thigh C20:4,Thigh C22:6
5,1-3 weeks,B,broiler chicken DHA,S 1%,51.51625,1390.93875,4082.405231,,119.4595644,43.00539201,719.3338363,33.66764323,464.1794715,319.9159125,17.38673438,4.868285625,11.12751,16.691265,15.30032625,6.95469375,10.014759,11.12751,2.7818775,12.51844875,16.3209985,33.29041925,6.297215085,11.41449961,56.34363641,13.84421089,19.09127974,16.09939413,11.369034,28.22055044,62.45314988,5.633066569,9.209660681,17.29798888,0.329454275,14.14457021,314.3237823,0,0,0,3.61644075,0,0,0,0.4033722375,3.296524838,8.192629238,0.5702848875,0.2080273683,0.0680414153,0,0,0.08646779558,0,0,0.639831825,0.05710540766,4585.737143,6416.400454,157.1760788,625.9224375,0,10.43277504,1.043204063,0,1.461563735,5.423530285,21.94901348,5.423530285,5.217234364,0.2362002331,0.5429704947,0.009689279333,2190.925669,13.9093875,11.27771873,6.259224375,0,2.7818775,2.7818775,4.17281625,0.83456325,3.619610978,16.69213378,0.07302428438,93.92258912,41.73423826,0.1251911084,73.02865818,51.51625,39.86,304.86,2.768294058,2.157422668,476.4833875,90.38208169,44.3086455,24.59952,,188.884638,,0.493515577,0.861701402,2.651008984,2.470527033,0.856715789,3.966307465,,,,,,,,,,,,,,,,,,1.128,2.644,2.744,0.162,1.395,0.317,,,,,,,,,,,,,,,,,1.099841027,,0.719608161,0.227069045,0.4925391161,0.6669137979,,0.4329272296,,0.4925391161,,,0.227069045,12.72166228,0.815740214,6.162332311,3.014103432,3.148228879,7.395549805,0.815740214,5.326112474,,3.148228879,,,2.635716716,2.315005922,2.423226564,1.815704173,0.3814383219,1.434265852,1.75696387,0.3210647584,0.5580420518,2.102161806,1.243892007,0.1903738445,0.1903738445,,0.3814383219,2.447658564,2.17627678,2.240411341,0.4363511868,1.804060154,1.671751655,0.3141547446,0.7759069086,1.862122035,1.515656986,0.09995239414,0.2884031685,0.4363511868
6,1-3 weeks,B,broiler chicken DHA,S 1%,55.8625,1508.2875,4426.823813,,129.5379597,46.63361,780.0215744,36.50806726,503.3407075,346.906125,18.85359375,5.27900625,12.0663,18.09945,16.5911625,7.5414375,10.85967,12.0663,3.016575,13.5745875,17.69794538,36.09901819,6.828489606,12.37750194,61.09715651,15.01219966,20.70194578,17.45764501,12.32820055,30.60142186,67.72210875,6.108309149,9.986648287,18.7573611,0.3572492065,15.33789927,340.8422059,0,0,0,3.9215475,0,0,0,0.437403375,3.574641375,8.883813375,0.618397875,0.2255779266,0.07378183704,0,0,0.09376278806,0,0,0.69381225,0.0619231958,4972.620118,6957.730238,170.4364875,678.729375,0,11.31295263,1.131215625,0,1.584870873,5.881095005,23.80077675,5.881095005,5.657394602,0.2561276397,0.5887790602,0.01050673073,2375.766582,15.082875,12.22918132,6.78729375,0,3.016575,3.016575,4.5248625,0.9049725,3.924985189,18.10039208,0.07918509375,101.8465171,45.25521335,0.1357530544,79.18983656,55.8625,42.5,390.65,3.105648889,1.990893489,649.5259,106.7193676,51.044446,34.28437,,278.999411,,0.484119835,0.94175815,3.850262989,4.949489734,1.438677564,5.398573701,,,,,,,,,,,,,,,,,,0.809,2.805,4.178,0.21,1.319,0.456,,,,,,,,,,,,,,,,,1.110801649,,0.9587818565,0.2866153073,0.6721665492,0.6767068165,,0.5426185402,,0.6721665492,,,0.2866153073,13.14849306,1.072932771,6.10029641,2.732705868,3.367590542,7.870860167,1.331899628,5.277632896,,3.367590542,,,2.420985206,2.22209721,2.323336269,1.766628577,0.3756750394,1.390953538,1.682738011,0.3486898681,0.5393591998,1.974646401,1.208108157,0.1828453807,0.1828453807,,0.3756750394,3.086549594,3.371138072,2.651665929,0.4497166384,2.201949291,2.248681329,0.5796671445,0.8378682651,2.791470927,1.909707039,0.09995239414,0.2922422515,0.4097356807
1,1-3 weeks,B,broiler chicken DHA,s 2%,49.5475,1337.7825,3926.391638,,113.058795,41.01182286,674.9616254,31.96549278,432.5545334,307.689975,16.72228125,4.68223875,10.70226,16.05339,14.7156075,6.6889125,9.632034,10.70226,2.675565,12.0400425,15.57702171,31.9244777,6.034801071,10.90620494,53.90932909,13.25436507,18.2233401,15.41395003,10.92365364,27.10519919,69.37975709,5.316312186,8.647636859,16.24208424,0.3068766032,13.1752355,292.7830111,0,0,0,3.785924475,0,0,0,0.387956925,2.876232375,7.264158975,0.535113,0.1945454787,0.06364551347,0,0,0.08190387164,0,0,0.98995905,0.05319194456,4380.53281,6322.360095,302.3389103,602.002125,0,10.03405792,1.003336875,0,1.406320256,5.415591209,22.17522051,4.015471363,5.018314824,0.2536615605,0.5426880904,0.01061129079,2107.195797,13.377825,10.84672834,6.02002125,0,2.675565,2.675565,4.0133475,0.8026695,3.454613408,16.0542217,0.07023358125,90.33315422,40.1393068,0.120406643,70.23775058,49.5475,39.88,208.65,2.783177359,1.79066969,742.02155,81.4229249,66.117566,32.209045,,261.6892288,,0.44603362,0.859347834,4.475250513,22.58680219,10.68098894,4.524165221,,,,,,,,,,,,,,,,,,0.654,2.158,2.629,0.058,1.098,0.338,,,,,,,,,,,,,,,,,1.151314826,,1.11118218,0.5602607422,0.5509214374,0.7015131568,,0.4498016692,,0.5509214374,,,0.4436538211,8.819049261,0.4061156051,6.559774247,3.899843526,2.659930721,4.733210272,0.4061156051,4.085838989,,2.659930721,,,3.15674509,2.500747243,2.513599368,2.084205127,0.5226383956,1.561566731,1.972685117,0.4540485647,0.5280621264,2.059550804,1.417807323,0.1437594084,0.1437594084,,0.5226383956,2.966040648,2.425684021,2.564640878,0.7016293573,1.863011521,2.068189345,0.3889798901,0.8978513029,2.036704131,1.571385447,0.07817215879,0.2916260742,0.7016293573
2,1-3 weeks,B,broiler chicken DHA,s 2%,58.2425,1572.5475,4615.426913,,132.8992758,48.20891251,793.4094044,37.57505854,508.462736,361.685925,19.65684375,5.50391625,12.58038,18.87057,17.2980225,7.8627375,11.322342,12.58038,3.145095,14.1529275,18.31060471,37.52684581,7.093837255,12.82011487,63.36977849,15.58034931,21.42132067,18.11891588,12.8406256,31.86184094,81.55508355,6.249262071,10.16519481,19.09237785,0.3607298161,15.48733344,344.1629653,0,0,0,4.450309425,0,0,0,0.456038775,3.380977125,8.538932925,0.629019,0.2286859083,0.07481454803,0,0,0.09627703202,0,0,1.16368515,0.06252650146,5149.264487,7431.859485,355.3958117,707.646375,0,11.79491636,1.179410625,0,1.653112821,6.365963388,26.06670933,4.720139076,5.898969699,0.2981761631,0.6379234291,0.01247344677,2476.983727,15.725475,12.75020082,7.07646375,0,3.145095,3.145095,4.7176425,0.9435285,4.060857186,18.87154765,0.08255874375,106.185554,47.18328021,0.1415365842,82.56364475,58.2425,35.27,87.64,2.46566693,2.066706384,693.19485,74.17654809,63.6210805,33.592595,,276.962919,,0.161753071,0.308980254,1.160785924,1.225851207,0.278788045,1.645699694,,,,,,,,,,,,,,,,,,0.675,2.462,3.749,0.123,0.528,0.51,,,,,,,,,,,,,,,,,1.567947562,,1.601320644,0.7856201466,0.8157004978,0.9038812841,,0.6640662783,,0.8157004978,,,0.380807067,12.36060715,0.9395629267,5.845913885,3.335420263,2.510493622,7.403275725,0.9395629267,4.957331427,,2.510493622,,,2.81602189,1.868904757,2.380410063,1.418721213,0.3392450734,1.07947614,1.450475222,0.3900953051,0.4184295347,1.990314758,0.9690076429,0.1104684969,0.1104684969,,0.3392450734,3.432849462,3.434882322,2.766084568,0.6363460119,2.129738556,2.59915402,0.5836247663,0.8336954422,2.851257556,1.90518208,0.07817215879,0.2245564755,0.6363460119
3,1-3 weeks,B,broiler chicken DHA,s 2%,60.84125,1642.71375,4821.364856,,138.8291723,50.35996907,828.8109186,39.25163807,531.1500783,377.8241625,20.53392188,5.749498125,13.14171,19.712565,18.06985125,8.21356875,11.827539,13.14171,3.2854275,14.78442375,19.12761435,39.20127411,7.410360577,13.39214171,66.19730498,16.27553638,22.37712884,18.92737247,13.41356763,33.28349968,85.19402888,6.528100889,10.6187605,19.9442698,0.3768253925,16.17837019,359.5193375,0,0,0,4.648879913,0,0,0,0.4763869875,3.531834563,8.919935663,0.6570855,0.2388897544,0.07815273417,0,0,0.100572863,0,0,1.215608175,0.06531640137,5379.021985,7763.465183,371.2533877,739.2211875,0,12.32119938,1.232035313,0,1.726873854,6.650009358,27.22979232,4.930749222,6.162178653,0.3114806281,0.6663872401,0.01303000547,2587.50545,16.4271375,13.31910814,7.392211875,0,3.2854275,3.2854275,4.92814125,0.98562825,4.242050518,19.71358628,0.08624247188,110.923498,49.28857358,0.1478518728,86.24759156,60.84125,44.11,181.57,2.982861653,2.154182801,857.899,70.02635046,55.8961065,22.66255,,183.284285,,0.741311443,1.28216908,3.437198203,6.56288399,2.568902094,7.486762087,,,,,,,,,,,,,,,,,,0.533482435,1.713950889,2.637745702,0.051917434,0.469662012,0.269365426,,,,,,,,,,,,,,,,,0.6761057058,,0.6270040558,0.2250991775,0.4019048784,0.3902245669,,0.2858811389,,0.4019048784,,,0.380807067,13.8817881,1.600229662,6.267671743,3.492884428,2.774787315,8.754034267,1.600229662,5.127753835,,2.774787315,,,3.075080566,2.250404607,2.305038545,1.871479833,0.3789308809,1.492548952,1.770172711,0.3918125979,0.4802318964,1.913225947,1.359966455,0.1325824974,0.1325824974,,0.3789308809,3.262873816,3.662523562,2.55272963,0.5999352146,1.952794415,2.357242607,0.58103147,0.9056312088,3.081492092,1.671503236,0.07817215879,0.281291179,0.5999352146
4,1-3 weeks,B,broiler chicken DHA,s 2%,56.63375,1529.11125,4487.941519,,129.2283876,46.87730607,771.4941814,36.53717597,494.4181907,351.6955875,19.11389063,5.351889375,12.23289,18.349335,16.82022375,7.64555625,11.009601,12.23289,3.0582225,13.76200125,17.80483683,36.49029495,6.897894246,12.46600301,61.61940494,15.14999541,20.8296299,17.61844276,12.48594721,30.98176648,79.30240311,6.076647566,9.884416045,18.56501616,0.3507658879,15.05954879,334.6566397,0,0,0,4.327384838,0,0,0,0.4434422625,3.287589188,8.303074088,0.6116445,0.2223692417,0.07274805184,0,0,0.09361770806,0,0,1.131542325,0.06079942056,5007.033655,7226.579768,345.5792171,688.1000625,0,11.46912211,1.146833438,0,1.60745123,6.190125408,25.34670558,4.589761367,5.736030822,0.2899400657,0.6203029747,0.01212891044,2408.565518,15.2911125,12.3980201,6.881000625,0,3.0582225,3.0582225,4.58733375,0.91746675,3.948689886,18.35028565,0.08027834063,103.252541,45.88000335,0.1376271198,80.28310625,56.63375,44.78,208.65,2.982861653,2.090681402,441.1528,91.40316206,40.022227,23.077615,,261.6892288,,0.482466556,1.066682839,3.79925266,8.23773108,3.28401562,7.264218664,,,,,,,,,,,,,,,,,,0.822108487,2.732607824,2.729244658,0.058128969,0.690679104,0.410497862,,,,,,,,,,,,,,,,,1.008095583,,0.9761954097,0.3613888947,0.614806515,0.6331749186,,0.374920664,,0.614806515,,,0.3613888947,9.668406756,0.2650268115,7.538747296,4.715105754,2.823641542,4.933415004,0.2650268115,4.734991752,,2.823641542,,,3.625648891,2.260127704,2.08729007,1.955531108,0.5226857859,1.432845322,1.757853961,0.2885316173,0.502273743,1.798758452,1.306802131,0.1260431915,0.1260431915,,0.5226857859,3.537691259,3.297077235,2.979026277,0.7684214639,2.210604813,2.53828677,0.5532516599,0.9994044894,2.743825575,1.948269522,0.07817215879,0.2623352907,0.7684214639
5,1-3 weeks,B,broiler chicken DHA,s 2%,52.14312,1407.86424,4132.081544,,118.9815494,43.16028862,710.3205011,33.64005299,455.2145505,323.8087752,17.598303,4.92752484,11.26291392,16.89437088,15.48650664,7.0393212,10.13662253,11.26291392,2.81572848,12.67077816,16.39304732,33.59688928,6.350943164,11.47754282,56.73345004,13.94871483,19.17799707,16.22143289,11.4959056,28.52514565,73.01431958,5.594815162,9.100656268,17.09295015,0.3229527937,13.86543994,308.1208877,0,0,0,3.984255799,0,0,0,0.4082806296,3.026908116,7.644702823,0.563145696,0.204737035,0.06697967902,0,0,0.08619452863,0,0,1.041819538,0.05597848425,4610.013582,6653.566398,318.1773869,633.538908,0,10.55970707,1.05589818,0,1.479992449,5.699295066,23.33690265,4.225827845,5.281206763,0.2669500013,0.5711176189,0.01116717915,2217.584405,14.0786424,11.41495045,6.33538908,0,2.81572848,2.81572848,4.22359272,0.844718544,3.635588506,16.89524615,0.0739128726,95.06539181,42.2420645,0.1267143254,73.91726035,52.14312,40.79,274.72,3.249520803,1.798445371,927.3567,139.9868248,49.160306,17.820125,,205.685697,,0.486844612,1.039473245,4.340317097,3.322589641,1.008544315,6.312040836,,,,,,,,,,,,,,,,,,0.438,1.796,2.121,0.06,0.473,0.218,,,,,,,,,,,,,,,,,0.9758512919,,0.9687679891,0.5020939829,0.4666740062,0.5533770656,,0.4224742263,,0.4666740062,,,0.3373784853,9.687739612,0.3433929812,8.627860113,5.690981914,2.936878199,5.188184747,0.3433929812,4.499554866,,2.936878199,,,4.701102289,2.291171117,2.365666564,1.936800928,0.505827187,1.430973741,1.788950925,0.3994727764,0.5022201926,1.966193787,1.320638189,0.1103355522,0.1103355522,,0.505827187,3.204177405,3.066068729,2.911166946,0.7424463519,2.168720594,2.387998058,0.508682287,0.816179347,2.557386442,1.914576446,0.07817215879,0.2541441481,0.6642741931
6,1-3 weeks,B,broiler chicken DHA,s 2%,57.31688,1547.55576,4542.076156,,130.7871717,47.44275149,780.8001309,36.97789623,500.3819826,355.9378248,19.344447,5.41644516,12.38044608,18.57066912,17.02311336,7.7377788,11.14240147,12.38044608,3.09511152,13.92800184,18.01960308,36.93044972,6.981098316,12.61637096,62.36267312,15.33273832,21.08088194,17.83096068,12.63655573,31.35547604,80.25896789,6.149945559,10.00364426,18.78895188,0.3549969109,15.24120071,338.6933491,0,0,0,4.379582801,0,0,0,0.4487911704,3.327244884,8.403227777,0.619022304,0.2250515133,0.07362555645,0,0,0.09474694752,0,0,1.145191262,0.06153279789,5067.429707,7313.748522,349.7476773,696.400092,0,11.60746544,1.16066682,0,1.626840695,6.264792198,25.65244368,4.64512418,5.805220215,0.2934373929,0.6277852193,0.01227521229,2437.618218,15.4755576,12.54756802,6.96400092,0,3.09511152,3.09511152,4.64266728,0.928533456,3.996319939,18.57163124,0.0812466774,104.4979981,46.43341906,0.1392872114,81.25150051,57.31688,43.37,290.67,3.43308152,1.722632476,558.7495,91.40316206,45.8159575,42.86238,,380.824014,,0.246220988,0.659941,1.86223217,10.83291448,5.038078342,3.649143127,,,,,,,,,,,,,,,,,,0.969,3.719,4.772,0.157,1.595,0.551,,,,,,,,,,,,,,,,,1.075862994,,1.056894056,0.4868925888,0.570001467,0.6364341984,,0.4394287953,,0.570001467,,,0.380807067,10.88351818,0.7108655972,6.967993457,4.226847177,2.74114628,6.202424003,0.7108655972,4.681094174,,2.74114628,,,3.474919745,2.234271086,2.330400922,1.853347642,0.4538654646,1.399482177,1.748027587,0.3847921723,0.4862434986,1.94560875,1.274844348,0.1246378293,0.1246378293,,0.4538654646,3.280726518,3.177247174,2.75472966,0.6897556799,2.06497398,2.39017416,0.5231140147,0.8905523581,2.654133159,1.802183346,0.07817215879,0.2627906335,0.6741212482
1,1-3 weeks,B,broiler chicken DHA,S 4%,56.26,1519.02,4458.3237,,124.2062739,45.77306815,728.0497547,35.35234123,459.6073649,349.3746,18.98775,5.31657,12.15216,18.22824,16.70922,7.5951,10.936944,12.15216,3.03804,13.67118,17.41431317,36.03702505,6.802995195,12.2201142,60.57487229,14.91211579,20.37806928,17.34291387,12.37889121,30.69380715,99.67541072,5.806018803,9.341954075,17.54549059,0.325760455,13.9859822,310.7996045,0,0,0,5.5748034,0,0,0,0.4708962,2.9772792,7.6862412,0.5924178,0.208333857,0.06818849732,0,0,0.09013910979,0,0,2.1721986,0.05646514554,4905.986797,7522.18704,686.59711,683.559,0,11.3933908,1.139265,0,1.59823231,6.60193642,27.57025098,4.56047901,5.699227319,0.3481795414,0.6626907488,0.01498361328,2392.667553,15.1902,12.31620034,6.83559,0,3.03804,3.03804,4.55706,0.911412,3.949452,18.22918483,0.07974855,102.5709518,45.57719513,0.1367185141,79.75319972,56.26,42.2,227.94,2.78813846,2.121136154,416.05175,88.2740448,40.210641,22.800905,,224.014126,,0.457996516,0.910807688,2.602653331,2.443199786,0.689710988,0.025090731,,,,,,,,,,,,,,,,,,0.341,1.385,6.855,0.046,0.75,0.202,,,,,,,,,,,,,,,,,0.7197185313,,0.8766392354,0.4954744923,0.3811647431,0.4325480538,,0.2871704776,,0.3811647431,,,0.3839981649,17.45663457,0.7583183124,8.021303882,4.748630706,3.272673176,10.20149974,0.7583183124,7.255134833,,3.272673176,,,4.186702684,2.103404584,1.752013491,2.041558651,0.7664669771,1.275091674,1.689421893,0.3311686132,0.4139826917,1.420844878,1.175931185,0.09916048906,0.09916048906,,0.7664669771,2.52192838,1.673433024,2.591426104,1.136952121,1.454473983,1.858618701,0.3519129499,0.6633096799,1.321520074,1.297809022,0.07933374932,0.1566649612,1.046292037
2,1-3 weeks,B,broiler chicken DHA,S 4%,58.17125,1570.62375,4609.780706,,128.425777,47.32805885,752.7828704,36.55332171,475.221026,361.2434625,19.63279688,5.497183125,12.56499,18.847485,17.27686125,7.85311875,11.308491,12.56499,3.1412475,14.13561375,18.00590766,37.26126544,7.034104768,12.63525272,62.632706,15.41870629,21.07034772,17.9320828,12.79942367,31.73652913,103.0615577,6.003259355,9.659316494,18.1415414,0.336827104,14.46111033,321.3580073,0,0,0,5.764189163,0,0,0,0.4868933625,3.07842255,7.947356175,0.6125432625,0.2154113203,0.07050497911,0,0,0.09320129205,0,0,2.245991963,0.05838336469,5072.651697,7777.72881,709.9220074,706.7806875,0,11.78044409,1.177967813,0,1.65252704,6.826215677,28.50686033,4.71540641,5.892839978,0.3600078057,0.6852035055,0.01549263267,2473.950629,15.7062375,12.73460307,7.067806875,0,3.1412475,3.1412475,4.71187125,0.94237425,4.08362175,18.84846193,0.08245774688,106.0554653,47.12553168,0.1413630797,82.46255455,58.17125,39.52,354.55,2.847671665,1.679866228,245.846,129.8418972,42.9897475,31.51727,,248.452031,,0.162040794,0.461069423,1.734959589,0.870083653,0.32465473,3.017643018,,,,,,,,,,,,,,,,,,0.598,2.146,2.922249302,0.067,0.696,0.426,,,,,,,,,,,,,,,,,1.365149603,,1.074425756,0.4558121084,0.6186136481,0.8362029725,,0.5289466307,,0.6186136481,,,0.4558121084,11.67473278,0.2594394015,6.380458279,4.217620627,2.162837651,5.599068237,0.2594394015,6.075664541,,2.162837651,,,3.480290653,2.349981331,1.923961808,2.367790606,0.9102570885,1.457533518,1.830435571,0.363030419,0.5195457603,1.560931389,1.325428401,0.1321051166,0.1321051166,,0.9102570885,2.823648516,1.924650224,2.99286892,1.319808801,1.673060119,2.018539325,0.3689145819,0.8051091908,1.555735642,1.43018718,0.07933374932,0.2428729395,1.319808801
3,1-3 weeks,B,broiler chicken DHA,S 4%,49.62938,1339.99326,3932.880218,,109.5677278,40.37840372,642.2441865,31.18582966,405.4395407,308.1984498,16.74991575,4.68997641,10.71994608,16.07991912,14.73992586,6.6999663,9.647951472,10.71994608,2.67998652,12.05993934,15.36191905,31.78981888,6.001216382,10.77989142,53.43571553,13.15462249,17.97637654,15.29893464,10.91995549,27.0763352,87.9279921,5.121740374,8.240941854,15.47763633,0.2873673909,12.33763998,274.1697774,0,0,0,4.917775264,0,0,0,0.4153979106,2.62638679,6.780365896,0.5225973714,0.1837803085,0.06015202355,0,0,0.07951560847,0,0,1.916190362,0.04981034775,4327.783204,6635.646624,605.6770153,602.996967,0,10.05060294,1.004994945,0,1.409869866,5.823853739,24.32091117,4.022995837,5.027534986,0.3071442369,0.5845881798,0.01321769352,2110.675563,13.3999326,10.86465316,6.02996967,0,2.67998652,2.67998652,4.01997978,0.803995956,3.483982476,16.0807526,0.07034964615,90.48227412,40.20561565,0.1206053162,70.35374787,49.62938,38.92,186.69,2.607058293,1.261923346,160.5712,96.77206851,38.891743,38.019955,,150.700412,,0.26142596,0.446594767,1.649432588,2.120576686,0.46134625,3.138342246,,,,,,,,,,,,,,,,,,0.4,1.442,1.972,0.038,0.963,0.201,,,,,,,,,,,,,,,,,0.8552645492,,0.8736198477,0.4775360231,0.3960838247,0.5237623144,,0.3315022349,,0.3960838247,,,0.4775360231,14.18062342,0.633416879,9.016469593,5.959595936,3.056873657,8.508513219,0.633416879,5.672110206,,3.056873657,,,5.116653658,2.641925134,2.65646546,2.301023861,0.7458214326,1.555202428,2.068310086,0.4921900625,0.5736150477,2.164275397,1.429308573,0.1258938552,0.1258938552,,0.7458214326,2.969044596,2.131286695,2.850388643,1.007652463,1.84273618,2.235871515,0.3793054714,0.733173081,1.751981223,1.653189471,0.07621273567,0.1895467092,0.9314397273
4,1-3 weeks,B,broiler chicken DHA,S 4%,62.18687,1679.04549,4927.998513,,137.2911377,50.59516244,804.7482305,39.07663434,508.0260123,386.1804627,20.98806863,5.876659215,13.43236392,20.14854588,18.46950039,8.39522745,12.08912753,13.43236392,3.35809098,15.11140941,19.24887361,39.83344813,7.519676107,13.50747695,66.95630481,16.48307512,22.52485505,19.16995255,13.68298078,33.92733372,110.1760009,6.417670397,10.32610884,19.39387029,0.3600786183,15.45937535,343.5416744,0,0,0,6.162096948,0,0,0,0.5205041019,3.29092916,8.495970179,0.6548277411,0.2302813808,0.07537200885,0,0,0.09963507114,0,0,2.401035051,0.06241362718,5422.821955,8314.633266,758.9286389,755.5704705,0,12.59366002,1.259284118,0,1.766602647,7.297436223,30.47471762,5.040915666,6.299628659,0.3848595072,0.7325037939,0.01656210471,2644.729933,16.7904549,13.61368555,7.555704705,0,3.35809098,3.35809098,5.03713647,1.007427294,4.365518274,20.14959025,0.08814988823,113.3765809,50.37865461,0.1511215155,88.15502778,62.18687,43.54,238.8,2.093584395,1.694121644,578.0051,91.3372859,44.167335,23.49268,,260.670983,,0.171717062,0.298705975,0.994207139,0.671505241,0.39486429,1.548967485,,,,,,,,,,,,,,,,,,0.239,0.825,1.781,0.091,0.432,0.238,,,,,,,,,,,,,,,,,1.314613875,,1.487887891,0.9021906938,0.5856971968,0.8012126034,,0.5134012715,,0.5856971968,,,0.6529246299,11.36407995,0.566762403,7.363023998,4.674001966,2.689022033,5.77721358,0.566762403,5.586866373,,2.689022033,,,4.184768389,1.680943565,1.674576028,1.459353388,0.5197577122,0.9395956762,1.308712519,0.3022459533,0.3722310459,1.372330075,0.9395956762,0.1158381075,0.1158381075,,0.8214967892,2.635818113,1.813930687,2.239334873,0.9539210449,1.285413828,1.803057044,0.2400872801,0.8327610697,1.573843407,1.091216718,0.07933374932,0.1941971104,0.9539210449
5,1-3 weeks,B,broiler chicken DHA,S 4%,59.3425,1602.2475,4702.596413,,131.0115679,48.28098643,767.9397897,37.28930518,484.7893717,368.516925,20.02809375,5.60786625,12.81798,19.22697,17.6247225,8.0112375,11.536182,12.81798,3.204495,14.4202275,18.36844791,38.011503,7.175733067,12.88965743,63.89378526,15.72915448,21.49458898,18.29313662,13.05713388,32.37552881,105.1366523,6.12413208,9.853802163,18.50681257,0.3436089549,14.7522778,327.8283955,0,0,0,5.880248325,0,0,0,0.496696725,3.1404051,8.10737235,0.624876525,0.2197485231,0.07192456278,0,0,0.09507785501,0,0,2.291213925,0.05955888551,5174.787087,7934.32962,724.2159439,721.011375,0,12.01763764,1.201685625,0,1.685799873,6.96365823,29.08083218,4.810348839,6.011489462,0.3672563888,0.6989997469,0.01580456934,2523.762429,16.022475,12.99100815,7.21011375,0,3.204495,3.204495,4.8067425,0.9613485,4.1658435,19.2279666,0.08411799375,108.1908408,48.07438148,0.1442093569,84.12289823,59.3425,44.38,164.92,2.698838651,1.333200427,489.63565,91.3372859,41.623746,12.839345,,218.3119484,,0.174182233,0.334019724,1.556931493,3.434286586,0.734203007,2.624360802,,,,,,,,,,,,,,,,,,0.377542252,1.163504599,2.158355582,0.060990325,0.442623409,0.274692002,,,,,,,,,,,,,,,,,0.9683407808,,1.041911722,0.6056453733,0.4362663491,0.6169287628,,0.351412018,,0.4362663491,,,0.4501944746,13.28752845,0.6158750192,8.203174772,5.934588295,2.268586477,7.916222964,0.6158750192,5.371305483,,2.268586477,,,4.878165462,2.237547139,1.63862666,2.272101529,0.8634416584,1.408659871,1.748085844,0.3469812079,0.4894612946,1.291645452,1.302466902,0.106192969,0.106192969,,0.8634416584,3.343714091,2.66944971,3.42572418,1.455325353,1.970398827,2.501451197,0.5727023209,0.8422628934,2.096747389,1.739226374,0.08245476297,0.2311724524,1.264912767
