pen,time period,"Species",Study,Diet,average feed intake g per d,"average feed intake, g","ME, kcal per kg",Overall,"NDF,g","ADF,g","NFC,g","Crude fiber,g","Starch,g","CP,g","Arginine,g","Histidine,g","Isoleucine,g","Leucine,g","Lysine,g","Methionine,g","Phenylalanine,g","Threonine,g","Tryptophan,g","Valine,g","Alanine,g","Aspartic acid,g","Cystine,g","Met + Cys,g","Glutamic acid,g","Glycine,g","Proline,g","Serine,g","Tyrosine,g","Phe + Tyr,g","Ether extract,g","SFA,g","MUFA,g","PUFA,g","n-3 PUFA,g","n-6 PUFA,g","n-3:n-6 ratio,g","C14,g","C15:0,g","C15:1,g","C16:0,g","C16:1,g","C17:0,g","C17:1,g","C18:0,g","C18:1,g","C18:2 cis n-6 LA,g","C18:3 cis n-3 ALA,g","C20:0,g","C20:1,g","C20:4n-6 ARA,g","C20:5n-3 EPA,g","C22:0,g","C22:1,g","C22:5,g","C22:6n-3 DHA,g","C24:0,g","Ash,mg",Vitamin A IU per kg,"beta-carotene,mg",Vitamin D3 IU per kg,"Vitamin D3 25-Hydroxyvitamin D, IU",Vitamin E IU per kg,Vitamin K ppm,AST ppm,Thiamin ppm,Riboflavin ppm,Niacin ppm,Pantothenic acid ppm,Pyridoxine ppm,Biotin ppm,Folic acid ppm,Vitamin B12 ppm,Choline ppm,"Calcium,g","Total Phosphorus,g","Inorganic available P,g",Ca:P ratio,"Na,mg","Cl,mg","K,mg","Mg,mg","S,mg",Cu ppm,I ppm,"Fe,mg","Mn,mg","Se,mg","Zn,mg","average feed intake g per d","bodyweightgain,g",akp U per ml,alt (U per L),glucose (g per L),"nefa,umol per L",pip mg per dL,tc mg per g,tg mg per g,trap U per L,uric acid mmol per L,BCA,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,breast LAT1,breast CAT1,breast SNAT2,breast VDAC1,breast ANTKMT,breast AKT1,IGF1,IGFR,IRS1,FOXO1,LC3-1,MyoD,MyoG,Pax3,Pax7,Mrf4,Mrf5,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast weight (g),breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,Thigh Weight (g),thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,liver weight(g),Plasma SFA,Plasma MUFA,Plasma PUFA,Plasma n-3,Plasma n-6,Plasma C16:0 ,Plasma C16:1 ,Plasma C18:0 ,Plasma C18:1 ,Plasma C18:2 ,Plasma C18:3 ,Plasma C20:5,Plasma C22:6,Liver SFA,Liver MUFA,Liver PUFA,Liver n-3,Liver n-6,Liver C16:00 ,Liver C16:1 ,Liver C18:0 ,Liver C18:1,Liver C18:2,Liver C18:3 ,Liver C20:5,Liver C22:6,Breast SFA,Breast MUFA,Breast PUFA,Breast n-3,Breast n-6,Breast C16:0,Breast C16:01,Breast C18:0,Breast C18:01,Breast C18:2,Breast C18:3 ,Breast C20:4,Breast C20:5,Breast C22:6,Thigh SFA,Thigh MUFA,Thigh PUFA,Thigh n-3,Thigh n-6,Thigh C16:0,Thigh C16:01,Thigh C18:0,Thigh C18:1,Thigh C18:2,Thigh C18:3,Thigh C20:4,Thigh C22:6
4,1-3 weeks,B,broiler microalgae,C985(5%),48.70094737,1022.719895,2728.463271,,79.90285539,27.05738435,513.1782411,21.95984158,347.5924243,213.4545283,13.81970712,6.287886457,8.398166688,17.38971546,11.3150661,3.18873836,10.22147172,8.002374088,2.519470461,9.292842052,10.19927869,19.97085593,3.878358385,7.066994473,34.47343312,8.424961949,11.91775493,9.794690704,6.880859452,17.10744477,33.93558473,3.881937904,6.603191,12.40620596,0.2473959425,10.62299155,236.066047,0.0641245374,0,0,2.816979678,0.03865881202,0,0,0.7214266137,5.50356257,12.99426989,0.8305508265,0.1519761764,0.05747685808,0,0,0.05747685808,0,0,0,0.04285196359,28.44654478,0,15.4231376,5.734850674,0,17.05802694,0,0,1.583548803,1.127180505,10.45251437,2.403330389,3.139606896,0,1.372950323,0,1117.624926,0.9299080643,6.680917712,1.277070333,2.546777082,0.13266,2.880183768,9.187501902,1.749566924,2.288438036,54.50156137,0.01421580654,97.27135964,19.08626458,0.196423583,45.60245625,46.97725769,35.8,,,2.18,,,,,,292.3679092,25.74,1.149,0.934,1.079,0.688,0.592,1.113,1.007,1.119,0.951,1.02,0.898,0.848,0.865,1.018,1.264,2.792,0.993,1.293,0.904,1.047,0.768,1.013,1.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler microalgae,C985(5%),50.94210526,1069.784211,2854.023806,,83.57988684,28.30253201,536.7940746,22.97040657,363.5882015,223.277444,14.4556731,6.577247283,8.784640023,18.18996885,11.83577157,3.33548019,10.69185131,8.370633534,2.635413403,9.720487251,10.668637,20.88989024,4.056835683,7.392208895,36.05985825,8.812668369,12.46619541,10.24543036,7.197508168,17.8947084,35.49725874,4.060579928,6.907061755,12.97712434,0.2587808005,11.11184859,246.9295171,0.06707547,0,0,2.946613629,0.04043784316,0,0,0.7546257821,5.756829772,13.59225027,0.8687717574,0.1589699337,0.06012187263,0,0,0.06012187263,0,0,0,0.04482395842,29.7556199,0,16.13289148,5.998761471,0,17.84301643,0,0,1.656421778,1.17905197,10.93352626,2.513928708,3.284087757,0,1.436131813,0,1169.056655,0.9727012934,6.988365355,1.335839544,2.663976641,0.13266,3.012726294,9.610299477,1.830079849,2.393749149,57.00965641,0.01487000053,101.7476684,19.96459108,0.2054627555,47.70102538,49.1390935,35.2,,,2.22,,,,,,253.8582287,24.65,1.455,1.418,1.2,1.078,1.136,0.932,0.891,1.532,,1.241,1.046,1.089,1.015,0.878,1.261,3.885,1.02,1.044,1.311,1.159,1.001,0.964,1.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler microalgae,C985(5%),43.49157895,913.3231579,2436.609187,,71.35592902,24.16315146,458.2853762,19.61087485,310.4116897,190.6220509,12.34146184,5.615293439,7.499844443,15.52959898,10.10473342,2.847650274,9.128116969,7.146388381,2.249971599,8.298819542,9.108297857,17.83464397,3.463504079,6.311063021,30.78593168,7.52377351,10.64295476,8.746987215,6.144838206,15.27752179,30.30561503,3.46670071,5.896870969,11.0791579,0.2209328719,9.486687641,210.8148953,0.057265362,0,0,2.515657306,0.03452361537,0,0,0.6442581556,4.91486591,11.60431871,0.7417097365,0.1357198213,0.05132876147,0,0,0.05132876147,0,0,0,0.03826824032,25.40371831,0,13.77337902,5.121413942,0,15.23339002,0,0,1.414162178,1.006609985,9.334445804,2.146254622,2.803774229,0,1.226090673,0,998.076533,0.8304390813,5.966283529,1.140466627,2.274357328,0.13266,2.572100677,8.204747257,1.562421926,2.043651898,48.67172174,0.01269519189,86.86658568,17.04467424,0.1754128457,40.72452248,41.95226627,28.5,,,2.21,,,,,,240.7724149,32.97,1.011,0.698,0.949,1.39,1.382,0.816,1.136,0.519,0.742,0.983,0.493,0.693,0.705,0.786,0.956,2.6408,1.18,1.097,1.707,1.205,0.99,1.576,1.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler microalgae,NO(5%),48.12736842,1010.674737,2770.936606,,80.91199168,27.24445568,522.6756957,22.18451261,355.4767419,214.1299383,13.84412148,6.307418898,8.420537637,17.49194981,11.32915846,3.205961333,10.26057206,8.026879827,2.522947346,9.328527821,10.26057206,20.00691282,3.89695965,7.102819916,34.60631153,8.452677094,11.98811839,9.826689399,6.901998845,17.16257091,34.59064607,3.936881302,6.718460313,12.62261999,0.2530729541,10.86657264,241.4787967,0.06427891326,0,0,2.86162445,0.03931524726,0,0,0.7283932828,5.609851194,13.2334718,0.8351205351,0.1551385721,0.05063480432,0,0,0.05811379737,0,0,0,0.04386328358,28.59623314,0,15.65452292,5.724037226,0,17.02653409,0,0,1.619858934,1.153028274,10.69219082,2.457910426,3.211590791,0,1.377185823,0,1123.804017,1.158758799,6.935452179,1.285578265,2.559028434,0.06423,1.791825241,9.225944335,1.879551808,2.312120595,54.79696502,0.01446275548,109.9690521,19.52175863,0.1960506855,46.48629783,46.42397963,33.6,,,2.66,,,,,,197.7761698,35.65,1.016,1.091,1.177,0.61,0.778,1.062,0.873,1.653,0.568,0.958,1.023,0.978,0.218,0.656,0.602,1.423,1.233,0.855,0.311,0.814,0.376,1.011,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler microalgae,NO(5%),48.88842105,1026.656842,2814.754264,,82.19147747,27.6752805,530.9409245,22.53532302,361.0980032,217.5160398,14.06304276,6.40716002,8.553694146,17.7685553,11.50830987,3.256658169,10.42282559,8.153811306,2.562843475,9.476042653,10.42282559,20.32328818,3.958583452,7.215138955,35.1535516,8.586341833,12.17769013,9.98208181,7.01114224,17.43396783,35.13763842,3.999136397,6.824701358,12.8222253,0.2570748733,11.03840903,245.297374,0.06529537516,0,0,2.906876183,0.03993695116,0,0,0.7399115861,5.698561468,13.44273669,0.8483265486,0.1575918253,0.05143550779,0,0,0.05903276842,0,0,0,0.04455690695,29.04843402,0,15.90207263,5.814553158,0,17.29577982,0,0,1.645474254,1.171261458,10.86126966,2.496778107,3.262376647,0,1.398963679,0,1141.57507,1.177082603,7.045124582,1.305907503,2.599495124,0.06423,1.820159915,9.371836983,1.909273729,2.348682858,55.663486,0.01469145941,111.7080259,19.8304621,0.1991508942,47.22139972,47.15809606,35.1,,,2.26,,,,,,173.4739442,26.95,0.95,1.016,0.929,0.738,0.954,1.013,1.064,1.661,0.382,1.101,1.054,0.79,0.828,0.64,0.9,4.733,0.845,1.093,0.762,0.843,0.839,0.762,0.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler microalgae,NO(5%),44.72631579,939.2526316,2575.120762,,75.19412363,25.31915141,485.7393825,20.61678311,330.3560019,198.9978583,12.86578862,5.861687823,7.825477225,16.25583315,10.52855237,2.979403273,9.535480566,7.459638325,2.344656344,8.669301789,9.535480566,18.59306939,3.621570297,6.600879644,32.16076151,7.855345459,11.14094509,9.132259412,6.414250146,15.94973071,32.14620309,3.658670776,6.243681868,11.73060789,0.2351888589,10.09865644,224.4140345,0.05973646737,0,0,2.659399901,0.03653692737,0,0,0.6769193716,5.213415657,12.29829218,0.7761044495,0.1441752789,0.04705655684,0,0,0.05400702632,0,0,0,0.04076356421,26.57540181,0,14.54825308,5.319532419,0,15.82330731,0,0,1.505387155,1.071546365,9.936597795,2.284215437,2.98463491,0,1.279863206,0,1044.387321,1.076871927,6.445339408,1.194729347,2.378187663,0.06423,1.665200991,8.573967647,1.746728119,2.148728245,50.92458703,0.01344070516,102.1977871,18.14219995,0.1821962255,43.20121596,43.14330164,30.9,,,2.55,,,,,,164.5008148,30.49,1.0238,1,1.0848,0.7992,0.8768,1.0114,0.8982,1.35575,0.548,0.9608,0.9494,0.8772,0.525,0.51,0.683,2.5092,0.851,0.885,0.556,0.859,0.886,0.876,0.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler microalgae,NO(5%),35.98105263,755.6021053,2071.611624,,60.49153998,20.36853927,390.7635579,16.58561733,265.7620348,160.0881335,10.35016208,4.715561619,6.2953745,13.07735676,8.469921799,2.396845438,7.671023693,6.00106748,1.886209535,6.974207432,7.671023693,14.95759703,2.913450597,5.310220475,25.87242057,6.319402647,8.962574372,7.346643709,5.160082337,12.83110603,25.86070873,2.943296881,5.022864995,9.436941373,0.1892027672,8.124082715,180.5347265,0.04805629389,0,0,2.139411801,0.02939292189,0,0,0.5445624373,4.194045045,9.893627286,0.6243540196,0.1159849232,0.03785566547,0,0,0.04344712105,0,0,0,0.03279313137,21.37915709,0,11.70365702,4.279412971,0,12.72940199,0,0,1.211041274,0.8620286618,7.993711128,1.83758654,2.401054142,0,1.029613653,0,840.1799811,0.8663129257,5.185092767,0.9611258779,1.913184531,0.06423,1.339606972,6.897513818,1.405193235,1.728590936,40.96738606,0.01081266613,82.2152214,14.59488536,0.1465716964,34.75415307,34.70756264,33.0,,,2.35,,,,,,273.3000091,25.76,0.841,0.942,1.11,0.902,0.672,0.983,0.853,0.881,0.737,0.663,0.906,0.753,0.441,0.69,0.701,2.166,0.972,0.704,0.729,0.794,0.724,0.784,0.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler microalgae,NO(5%),37.84315789,794.7063158,2178.822465,,63.62212141,21.42265974,410.9865037,17.44396257,279.5158537,168.3730761,10.88580764,4.959603176,6.621175141,13.75414115,8.908260447,2.520887904,8.068017459,6.311637031,1.983825376,7.335139295,8.068017459,15.73168834,3.064228612,5.585037046,27.21138002,6.646446801,9.426408965,7.726850038,5.427128901,13.49514636,27.19906207,3.095619512,5.282810234,9.92532559,0.1989944615,8.544523366,189.877829,0.05054332168,0,0,2.250131463,0.03091407568,0,0,0.5727448418,4.411096876,10.40564609,0.6566658287,0.1219874195,0.03981478642,0,0,0.04569561316,0,0,0,0.03449025411,22.48557944,0,12.30934917,4.500882796,0,13.38817889,0,0,1.273715548,0.9066407004,8.407404738,1.932686025,2.525314418,0,1.082898614,0,883.6612984,0.9111466852,5.45343368,1.010866434,2.012196392,0.06423,1.408934827,7.254476604,1.477915335,1.818049639,43.08754597,0.01137224738,86.47005514,15.35020547,0.1541571311,36.55276335,36.50376176,34.0,,,2.26,,,,,,92.34189896,25.23,1.003,0.959,1.139,0.961,1.069,1.206,0.788,1.228,0.512,1.233,1.059,0.969,0.954,0.704,0.815,3.489,0.918,1.337,0.6402,0.797,0.603,1.079,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler microalgae,NO(5%),53.34,1120.14,3071.054234,,89.67549604,30.19527794,579.2862257,24.58729703,393.9781051,237.3221576,15.34356571,6.990569712,9.332558424,19.38648701,12.55620933,3.553196094,11.37188531,8.896263894,2.796205482,10.3388922,11.37188531,22.17384338,4.319035812,7.872119892,38.35448971,9.368178876,13.28654061,10.89100921,7.649548074,19.02143338,38.33712754,4.363281342,7.44613065,13.9897645,0.280483056,12.04352125,267.633146,0.071240904,0,0,3.171564396,0.043573446,0,0,0.807284898,6.217449084,14.66677712,0.925571682,0.17194149,0.056119014,0,0,0.06440805,0,0,0,0.048614076,31.69346519,0,17.35005009,6.344002501,0,18.87066254,0,0,1.795304385,1.277911719,11.8502523,2.724124473,3.559435274,0,1.52634757,0,1245.52221,1.284262913,7.686624708,1.42481808,2.83619448,0.06423,1.985896206,10.22519799,2.083124358,2.562544278,60.73197455,0.0160292034,121.8797003,21.63614258,0.2172847572,51.52118654,51.45211871,39.6,,,2.18,,,,,,115.8963637,25.09,1.309,0.992,1.069,0.785,0.911,0.793,0.913,1.35575,0.541,0.849,0.705,0.896,0.5932,0.64,1.264,0.735,0.751,1.473,0.843,0.936,1.173,0.905,0.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler microalgae,MIX,45.36631579,952.6926316,2587.198799,,75.66675484,25.55502715,487.2460722,20.77336756,330.6408378,201.2846134,13.02359408,5.929177862,7.917637923,16.41822847,10.66082109,3.0099371,9.644202779,7.545801988,2.373919499,8.765629634,9.630102928,18.82072874,3.659864013,6.669801114,32.51806706,7.94507547,11.25206213,9.236640871,6.488313167,16.13251595,32.232164,3.678250981,6.265764169,11.77204177,0.2354103493,10.1059729,224.5780435,0.06049598211,0,0,2.671445408,0.03667866632,0,0,0.6823184627,5.2273292,12.33708377,0.7840660358,0.1444282029,0.04715828526,0,0,0.05439874926,0,0,0,0.04077524463,26.84992697,0,14.62093571,5.395650934,0,15.98053289,0,0,1.506483331,1.072322245,9.943853192,2.285881173,2.98681525,0,1.294623544,0,1055.021233,1.004757284,6.356651046,1.206108872,2.403357702,0.11706,2.462234106,8.668454985,1.721706124,2.163183889,51.42368071,0.01349012766,98.64716826,18.08917513,0.1848033167,43.26110552,43.7606499,34.0,,,2.29,,,,,,157.3970873,30.12,1.1785,1.1185,1.261,1.94425,1.98375,1.183,0.89875,1.0525,0.78975,1.19925,0.9163333333,1.07975,0.808,0.484,0.694,7.11,0.73,0.663,0.828,0.555,0.624,0.509,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler microalgae,MIX,43.76421053,919.0484211,2495.832226,,72.9945937,24.65255485,470.0390435,20.03975892,318.9643017,194.1762747,12.56366763,5.719789753,7.638027618,15.83842096,10.28433564,2.903641581,9.303619071,7.279323019,2.290084856,8.456072617,9.290017155,18.15607727,3.530616414,6.434257996,31.36969595,7.664496212,10.85469709,8.910450157,6.259179272,15.56279834,31.09388951,3.548354049,6.04448956,11.35631372,0.2270968648,9.749081841,216.6471005,0.05835957474,0,0,2.577103677,0.03538336421,0,0,0.6582224792,5.042726781,11.90140134,0.7563768505,0.1393277406,0.04549289684,0,0,0.05247766484,0,0,0,0.03933527242,25.90172546,0,14.10459936,5.205104257,0,15.41618255,0,0,1.453282078,1.034453331,9.592687371,2.205155591,2.881336276,0,1.24890409,0,1017.763302,0.9692744173,6.13216678,1.163515301,2.318483452,0.11706,2.375280644,8.362329678,1.660904307,2.086791345,49.60766043,0.01301372564,95.16345695,17.45035837,0.1782770127,41.73334547,42.21524851,38.4,,,2.28,,,,,,247.502262,25.91,1.1785,1.1185,1.261,1.94425,1.98375,1.183,0.89875,1.0525,0.78975,1.19925,0.9163333333,1.07975,0.744,1.057,0.917,5.942,0.815,1.232,1.664,0.674,1.017,1.312,0.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler microalgae,MIX,44.46526316,933.7705263,2535.812605,,74.16388366,25.0474606,477.5685317,20.36077295,324.0737452,197.2867567,12.76492323,5.811414248,7.76038009,16.09213437,10.44907894,2.950154601,9.452652415,7.395929454,2.326769397,8.591529236,9.438832611,18.44691688,3.587172854,6.537327455,31.87220262,7.787272681,11.02857693,9.053185384,6.359444169,15.81209658,31.59197809,3.605194625,6.141315375,11.53822889,0.2307346971,9.905250989,220.1175394,0.05929442842,0,0,2.618385933,0.03595016526,0,0,0.6687664509,5.123505501,12.09204818,0.7684931432,0.1415596118,0.04622164105,0,0,0.05331829705,0,0,0,0.03996537853,26.3166415,0,14.33053892,5.288484077,0,15.66313217,0,0,1.476561996,1.051024091,9.746351259,2.240479663,2.92749199,0,1.268910106,0,1034.066706,0.9848010856,6.230397083,1.182153486,2.355622907,0.11706,2.413329925,8.496284642,1.687510095,2.120219357,50.40231845,0.01322219065,96.68786676,17.72989317,0.1811328067,42.40186596,42.89148854,32.1,,,2.46,,,,,,327.1387857,29.76,0.896,0.892,1.154,2.678,2.581,1.093,0.622,1.304,0.596,0.872,0.855,0.886,0.843,1.005,0.829,5.033,0.474,1.005,0.824,0.74,0.996,0.728,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler microalgae,MIX,48.39684211,1016.333684,2760.026896,,80.72138817,27.26213475,519.7947158,22.16105435,352.728057,214.7306759,13.89358636,6.325254317,8.446545983,17.51498655,11.37297719,3.211004642,10.28844752,8.049870946,2.532500274,9.351184595,10.27340578,20.07797683,3.904347481,7.115352123,34.69031438,8.475816393,12.00371388,9.853659969,6.921740556,17.21018807,34.38531264,3.923962721,6.684325008,12.5584288,0.2511360534,10.78106446,239.5801361,0.06453718895,0,0,2.849901284,0.03912884684,0,0,0.7278981846,5.576521292,13.16121631,0.8364426221,0.1540761865,0.05030851737,0,0,0.05803265337,0,0,0,0.04349908168,28.64353549,0,15.5976324,5.756087127,0,17.04805236,0,0,1.607118292,1.143954705,10.60811495,2.438580879,3.186338223,0,1.381106007,0,1125.497963,1.07187632,6.781283241,1.286678444,2.563904985,0.11706,2.626714407,9.247518559,1.836718234,2.307687263,54.85884654,0.01439128497,105.2369218,19.29755452,0.1971484081,46.15100117,46.68391573,35.6,,,2.19,,,,,,197.7761698,28.35,0.695,0.95,1.363,0.609,0.4,1.106,0.81,0.801,0.723,1.011,0.917,0.791,0.483,0.683,0.784,2.734,0.608,0.738,0.68,0.705,0.518,0.77,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler microalgae,MIX,49.35157895,1036.383158,2814.47465,,82.31379957,27.79994183,530.0488387,22.59823112,359.6864133,218.9667227,14.16766868,6.450034221,8.613173149,17.86050915,11.59733481,3.274348949,10.49141035,8.208672802,2.582459553,9.535657797,10.47607187,20.4740602,3.981369539,7.255718488,35.37465905,8.643020984,12.2405142,10.04804563,7.058287497,17.54969784,35.06364047,4.001371734,6.816188391,12.80617213,0.2560902783,10.99374526,244.3063945,0.06581033053,0,0,2.906122013,0.03990075158,0,0,0.7422576177,5.686530749,13.42085098,0.8529433389,0.1571156867,0.05130096632,0,0,0.05917747832,0,0,0,0.04435719916,29.20859382,0,15.90533087,5.869638925,0,17.38436364,0,0,1.638822324,1.166521791,10.81738394,2.486687385,3.24919593,0,1.408351437,0,1147.700949,1.093021497,6.915059344,1.312061078,2.614483792,0.11706,2.678532272,9.429946715,1.872951643,2.353211598,55.94106099,0.01467518552,107.3129574,19.6782423,0.201037605,47.06143373,47.60486124,35.0,,,2.17,,,,,,359.2924995,25.31,1.674,1.457,1.572,3.363,2.794,1.445,1.077,1.0525,0.907,1.48,0.9163333333,1.3,0.7,0.775,1.318,2.439,0.995,1.304,1.012,1.032,0.741,1.115,1.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler microalgae,MIX,44.42210526,932.8642105,2533.351351,,74.09190034,25.02314958,477.1050047,20.34101082,323.7591999,197.0952705,12.75253362,5.805773701,7.752847881,16.07651537,10.43893709,2.947291187,9.44347769,7.388750979,2.32451104,8.583190315,9.429671299,18.42901234,3.583691151,6.530982338,31.84126753,7.77971437,11.01787262,9.04439838,6.353271706,15.7967494,31.56131498,3.60169543,6.135354626,11.5270299,0.2305107464,9.895636972,219.9038938,0.05923687737,0,0,2.615844533,0.03591527211,0,0,0.6681173476,5.118532637,12.08031167,0.7677472453,0.1414222143,0.04617677842,0,0,0.05326654642,0,0,0,0.03992658821,26.29109862,0,14.31662972,5.283351085,0,15.64792957,0,0,1.475128847,1.050003969,9.73689147,2.238305058,2.924650572,0,1.267678504,0,1033.063043,0.9838452396,6.224349872,1.181006091,2.353336544,0.11706,2.410987552,8.488038165,1.685872201,2.118161476,50.35339806,0.01320935722,96.59402171,17.71268457,0.1809569996,42.3607108,42.84985814,29.6,,,2.50,,,,,,389.9506917,27.45,1.449,1.175,0.955,1.127,2.16,1.088,1.086,1.0525,0.933,1.434,0.977,1.342,0.886,1.147,1.188,4.6516,0.7244,0.751,1.264,1.139,1.025,1.838,1.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3-6 weeks,B,broiler microalgae,G Control,138.1068182,2900.243182,7424.941572,,218.3413277,74.59802495,1389.895141,60.22354967,935.4505264,591.5921843,38.3809482,17.42843135,23.29301309,48.00134485,31.44878694,8.808618592,28.33682601,22.70426372,7.001477065,25.72921736,28.1483102,55.46135037,10.72277909,19.53110766,95.44584302,23.34521747,32.89629831,27.14192582,19.07286924,47.40969524,91.80023734,10.70711778,18.16944349,34.14456298,0.6656058102,28.57812624,635.0688597,0.1783649557,0,0,7.660412316,0.1044087545,0,0,1.980286045,14.88723828,35.1990914,2.293802333,0.4103844102,0.133991235,0,0,0.1571931805,0,0,0,0.1154296786,78.59485008,0,41.99441918,16.0133447,0,68.53321043,0,0,4.260080202,3.032349259,28.11953979,6.464091006,8.446233206,0,3.805612096,0,3086.64358,3.026983809,17.61375689,3.521185247,7.041210397,0.15171,8.959431237,25.46152492,5.097757441,6.266265419,150.5765657,0.03857323432,291.0405054,51.44709478,0.5484649881,123.3760259,133.2187552,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3-6 weeks,B,broiler microalgae,G Control,176.7522727,3711.797727,9502.61048,,279.4382377,95.47226288,1778.819672,77.07547981,1197.211034,757.1332428,49.12081758,22.30530608,29.81093227,61.43322182,40.24887866,11.27347206,36.26611969,29.05743733,8.960650893,32.92884236,36.02485284,70.98070794,13.72325856,24.99635943,122.1537785,29.87774463,42.1014369,34.73685903,24.40989539,60.67601509,117.4880487,13.70321485,23.2536704,43.69899464,0.8518575784,36.57494127,812.775689,0.2282755602,0,0,9.803971337,0.1336247182,0,0,2.534415488,19.05302891,45.0486043,2.935660823,0.5252193784,0.171485055,0,0,0.2011794368,0,0,0,0.1477295495,100.5874913,0,53.74542061,20.49424574,0,87.71037418,0,0,5.452148328,3.880870114,35.98803181,8.272891893,10.80968293,0,4.870509624,0,3950.357231,3.874003288,22.54248996,4.506493621,9.011502522,0.15171,11.46648554,32.58624343,6.524226865,8.01971017,192.7113415,0.04936690977,372.4803124,65.84317159,0.7019380682,157.899467,170.4964177,102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
